都道府県コード又は市町村コード,No,都道府県名,市区町村名,事業所名,事業所名カナ,サービスの種類,住所,方書（ビル名等）,緯度,経度,電話番号,FAX番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,高齢者の方と障害者の方が同時一体的に利用できるサービス,介護保険サービスの指定状況,障害福祉サービスの指定状況,備考
122271,1293200224,千葉県,浦安市,地域密着型特別養護老人ホーム清風荘舞浜,チイキミッチャクガタトクベツヨウゴロウジンホームセイフウソウマイハマ,地域密着型介護老人福祉施設入所者生活介護,千葉県浦安市富士見4丁目14番41号,,35.646282200000000,139.889046100000000,047-303-3927,047-303-3928,9420005001042,社会福祉法人宏仁会,1293200224,,,,https://koujinkai-seifu.com,,,,
122289,1293300065,千葉県,四街道市,地域密着型特別養護老人ホームリバーサイド,チイキミッチャクガタトクベツヨウゴロウジンホーム　リバーサイド,地域密着型介護老人福祉施設入所者生活介護,千葉県四街道市小名木101-9,,35.657721600000000,140.185558899999930,043-310-6660,043-432-6135,,社会福祉法人双樹会,1293300065,,,29,http://souju-kai.or.jp/,,,,
122289,1293300024,千葉県,四街道市,地域密着型特別養護老人ホーム赤かぶ園四街道,チイキミッチャクガタトクベツヨウゴロウジンホームアカカブエンヨツカイドウ,地域密着型介護老人福祉施設入所者生活介護,千葉県四街道市亀崎１２６０－１２,,35.696474800000000,140.194879500000070,043-304-1866,043-304-1867,,社会福祉法人萩会,1293300024,,,29,https://www.akakabuyotsukaidou.com/,,,,
123498,1295300022,千葉県,東庄町,特別養護老人ホーム竜神苑,トクベツヨウゴロウジンホーム　リュウジンエン,地域密着型介護老人福祉施設入所者生活介護,千葉県香取郡東庄町笹川ろ３２４番地１特別養護老人ホーム竜神苑,特別養護老人ホーム竜神苑,35.830926800000000,140.687553999999980,0478-80-3277,0478-86-6227,,社会福祉法人天祐会,1295300022,,,0,,,,,
124109,1299100055,千葉県,横芝光町,特別養護老人ホーム第二松丘園,トクベツヨウゴロウジンホームダイニショウキュウエン,地域密着型介護老人福祉施設入所者生活介護,千葉県山武郡横芝光町宮川12103-1,,35.657765500000000,140.503985100000020,0479-84-3969,0479-84-3970,,社会福祉法人九十九里ホーム,1299100055,,,0,https://www.99-home.com/,,,,
122386,1298600030,千葉県,いすみ市,地域密着型特別養護老人ホーム　茶ノ木台くらぶ,チイキミッチャクガタトクベツヨウゴロウジンホームチャノキダイクラブ,地域密着型介護老人福祉施設入所者生活介護,千葉県いすみ市山田6033-3,,35.247372899999990,140.315699300000000,0470-60-6660,0470-60-6661,2040005016060,社会福祉法人茶ノ木台くらぶ,1298600030,,,0,,,,,
122394,1295800047,千葉県,大網白里市,地域密着型特別養護老人ホーム杜の街,チイキミッチャクガタトクベツヨウゴロウジンホームモリノマチ,地域密着型介護老人福祉施設入所者生活介護,千葉県大網白里市南飯塚277－1,,35.507677200000000,140.344663699999950,0475-73-8001,0475-73-8866,3040005010335,社会福祉法人北斗,1295800047,,,0,,,,,
121029,1290200136,千葉県,千葉市花見川区,特別養護老人ホーム　横戸ガーデン,トクベツヨウゴロウジンホーム　ヨコトガーデン,地域密着型介護老人福祉施設入所者生活介護,千葉県千葉市花見川区横戸町899-1,,35.710722600000000,140.114474100000050,047-419-7316,047-419-7337,,日本ウェルフェアサポート,1290200136,,,0,,,,,
121029,1290200185,千葉県,千葉市花見川区,きさらぎ荘,キサラギソウ,地域密着型介護老人福祉施設入所者生活介護,千葉県千葉市花見川区幕張町３丁目２２７３番地きさらぎ荘,きさらぎ荘,35.672456600000000,140.056545599999940,043-273-6008,043-298-3737,,社会福祉法人希桜会,1290200185,,,29,www.kioukai.com/,,,,
121037,1290300142,千葉県,千葉市稲毛区,みやのぎ荘,ミヤノギソウ,地域密着型介護老人福祉施設入所者生活介護,千葉県千葉市稲毛区宮野木町1025-11,,35.652042900000000,140.100528100000020,043-255-2121,043-255-2106,2040005001509,希桜会,1290300142,,,0,,,,,
131016,1390100053,東京都,千代田区,小規模特別養護老人ホーム　ジロール麹町,ショウキボトクベツヨウゴロウジンホーム　ジロールコウジマチ,地域密着型介護老人福祉施設入所者生活介護,東京都千代田区麹町２－１４－３,,35.685590328573170,139.741007936770640,03-3222-8750,03-3222-9680,,社会福祉法人　新生寿会,1390100053,,,24,http://www.kinoko-group.jp,,,,
131059,1390500294,東京都,文京区,特別養護老人ホーム文京小日向の家,トクベツヨウゴロウジンホームブンキョウコヒナタノイエ,地域密着型介護老人福祉施設入所者生活介護,東京都文京区小日向1-23-26優っくり村文京小日向,優っくり村文京小日向,35.714421544932904,139.737169419089600,03-5810-1756,03-5810-1764,9010905000820,社会福祉法人　奉優会,1390500294,,,0,https://www.foryou.or.jp/facility/kohinata/w125/,,,,
131121,1391201132,東京都,世田谷区,特別養護老人ホーム　下馬の家,トクベツヨウゴロウジンホーム　シモウマノイエ,地域密着型介護老人福祉施設入所者生活介護,東京都世田谷区下馬2-25-8,,35.641648400000000,139.678284100000040,03-6805-5620,03-6805-5805,,社会福祉法人　奉優会,1391201132,,,29,http://yukkurimura.net,,,,
133639,1390300232,東京都,新島村,ユニット新島老人ホーム,ユニットニイジマロウジンホーム,地域密着型介護老人福祉施設入所者生活介護,東京都新島村字瀬戸山116-2,,34.362535000000010,139.247766800000020,04992-5-1612,14992-5-1614,8010005015027,社会福祉法人新島はまゆう会,1390300232,,,,http://www.hamayuukai.com,,,,
131024,1390200226,東京都,中央区,特別養護老人ホームわとなーる桜川,トクベツヨウゴロウジンホームワトナールサクラガワ,地域密着型介護老人福祉施設入所者生活介護,東京都中央区入船1-1-13桜川敬朗館等複合施設４階５階,桜川敬朗館等複合施設４階５階,35.673745600000004,139.778220499999970,03-6275-2714,,6420005000939,社会福祉法人わとなーる,1390200226,,,,http://www.watona-ru.com/,,,,
131041,1390400107,東京都,新宿区,地域密着型特別養護老人ホーム　マザアス新宿,チイキミッチャクガタトクベツヨウゴロウジンホーム　マザアスシンジュク,地域密着型介護老人福祉施設入所者生活介護,東京都新宿区新宿七丁目3番31号,,35.701064500000000,139.713122900000030,03-5285-2530,03-5285-2535,3012705000139,社会福祉法人　マザアス,1390400107,,,29,http://www.moth.or.jp,,,,
131059,1390500203,東京都,文京区,地域密着型特別養護老人ホーム　洛和ヴィラ文京春日,チイキミッチャクガタトクベツヨウゴロウジンホーム　ラクワヴィラブンキョウカスガ,地域密着型介護老人福祉施設入所者生活介護,東京都文京区春日1-9-21,,35.708042500000000,139.746020199999970,03-5804-6511,03-3830-8550,,社会福祉法人洛和福祉会,1390500203,,,17,http://www.rakuwa.or.jp/kaigo/tokuyou/bunkyo/index.html,,,,
131130,1391300181,東京都,渋谷区,渋谷区総合ケアコミュニティ・せせらぎ,シブヤクソウゴウケアコミュニティ・セセラギ,地域密着型介護老人福祉施設入所者生活介護,東京都渋谷区西原１－４０－１０,,35.675313900000000,139.681893800000000,０３－５７９０－０８８７,０３－５７９０－０８８９,,社会福祉法人奉優会,1391300181,,,24,http://www.foryou.or.jp,,,,
132012,1392900799,東京都,八王子市,第二偕楽園ホーム,ダイニカイラクエンホーム,地域密着型介護老人福祉施設入所者生活介護,東京都八王子市加住町1丁目18番地第二偕楽園ホーム,第二偕楽園ホーム,35.696920266967260,139.321138198209040,042-691-0913,042-691-1870,4010105000254,一誠会,1392900799,,,29,http://kairakuenhome.or.jp,,,,
132063,1393800147,東京都,府中市,特別養護老人ホーム・介護老人福祉施設「わたしの家府中」,トクベツヨウゴロウジンホーム・カイゴロウジンフクシシセツ「ワタシノイエ　フチュウ」,地域密着型介護老人福祉施設入所者生活介護,東京都府中市南町6-60-3,,35.655525575486470,139.469677837820460,042-360-8655,042-360-8680,6011805000888,社会福祉法人　太陽会,1393800147,,,0,https://sites.google.com/site/watashinoiefuchu/o-wen-hese,,,,
131024,1390200135,東京都,中央区,地域密着型特別養護老人ホーム十思,チイキミッチャクガタトクベツヨウゴロウジンホームジッシ,地域密着型介護老人福祉施設入所者生活介護,東京都中央区日本橋小伝馬町5番19号十思スクエア別館,十思スクエア別館,35.691106600000000,139.777549300000030,03-6264-9981,03-6264-9982,9110005011262,社会福祉法人長岡福祉協会,1390200135,,,,http://www.nagaokafukusi.com/,,,,
131024,1390200119,東京都,中央区,地域密着型特別養護老人ホーム　ケアサポートセンターつきしま,チイキミッチャクガタトクベツヨウゴロウジンホーム　ケアサポートセンター　ツキシマ,地域密着型介護老人福祉施設入所者生活介護,東京都中央区月島1-5-2キャピタルゲートプレイス　ザ・モール　3階・4階,キャピタルゲートプレイス　ザ・モール　3階・4階,35.663812600000000,139.783338700000060,03-6204-9905,03-6204-9906,9110005011262,社会福祉法人長岡福祉協会,1390200119,,,0,http://www.fukushiplazasakuragawa.com/,,,,
131032,1390300372,東京都,港区,地域密着型特別養護老人ホーム　南麻布シニアガーデンアリス,チイキミッチャクガタトクベツヨウゴロウジンホーム　ミナミアザブシニアガーデン　アリス,地域密着型介護老人福祉施設入所者生活介護,東京都港区南麻布4-6-13,,35.650590600000000,139.727203300000000,03-5843-0975,03-5843-0976,,社会福祉法人　健誠会,1390300372,,,,https://www.f-kenseikai.or.jp,,,,
131067,1390600110,東京都,台東区,台東区立特別養護老人ホーム千束,タイトウクリツトクベツヨウゴロウジンホームセンゾク,地域密着型介護老人福祉施設入所者生活介護,東京都台東区千束　３－２８－１３,,35.723087100000000,139.793627300000020,03-3875-5081,03-3875-2023,7010505000644,社会福祉法人台東区社会福祉事業団,1390600110,,,29,https://www.minowa-toku.com/,,,,
131059,1390500328,東京都,文京区,地域密着型特別養護老人ホーム　文京大塚みどりの郷,チイキミッチャクガタトクベツヨウゴロウジンホーム　ブンキョウオオツカミドリノサト,地域密着型介護老人福祉施設入所者生活介護,東京都文京区大塚4-50-1特別養護老人ホーム文京大塚みどりの郷,特別養護老人ホーム文京大塚みどりの郷,35.724586919729326,139.730814071163930,03-3941-6669,03-3941-6333,9130005004462,社会福祉法人洛和福祉会,1390500328,,,29,http://www.rakuwa.or.jp/kaigo/tokuyou/midori/index.html,,,,
131091,1390900288,東京都,品川区,品川区立杜松特別養護老人ホーム,シナガワクリツトショウトクベツヨウゴロウジンホーム,地域密着型介護老人福祉施設入所者生活介護,東京都品川区豊町４－２４－１５,,35.606134600000000,139.722764500000040,03-6426-8213,03-6426-8216,5020005002935,社会福祉法人　若竹大寿会,1390900288,,,0,http://www.wakatake-swc.jp/,,,,
131121,1391201017,東京都,世田谷区,特別養護老人ホーム　ハートハウス成城,トクベツヨウゴロウジンホーム　ハートハウスセイジョウ,地域密着型介護老人福祉施設入所者生活介護,東京都世田谷区成城3-2-9,,35.634620200000015,139.599741399999970,03-3416-5820,03-3416-5821,8250005000517,社会福祉法人　青藍会,1391201017,,,29,http://www.seirankai.or.jp,,,,
131121,1391201082,東京都,世田谷区,寿満ホームかみきたざわ,スマホームカミキタザワ,地域密着型介護老人福祉施設入所者生活介護,東京都世田谷区上北沢１－３２－１１,,35.664111057834795,139.623347850787350,03-6824-9080,03-3302-5520,9010905000812,社会福祉法人世田谷区社会福祉事業団,1391201082,,,0,http://www.setagayaj.or.jp/,,,,
131156,1391501143,東京都,杉並区,ハートフル成田東,ハートフルナリタヒガシ,地域密着型介護老人福祉施設入所者生活介護,東京都杉並区成田東3丁目26番6号ハートフル成田東,ハートフル成田東,35.693797400000000,139.636888900000000,03-6454-6811,03-6454-6812,5260005001871,愛あい会,1391501143,,,,https://www.okayama-junshinkai.co.jp/,,,,
131172,1391700315,東京都,北区,新町光陽苑,シンマチコウヨウエン,地域密着型介護老人福祉施設入所者生活介護,東京都北区田端新町2丁目27番16号,,35.740603599999990,139.767656300000000,03-5855-1185,03-5855-1180,4011605000470,社会福祉法人　泉陽会,1391700315,,,24,http://www.senyoukai.or.jp,,,,
131181,1391800230,東京都,荒川区,癒しの里　南千住,イヤシノサト　ミンナミセンジュ,地域密着型介護老人福祉施設入所者生活介護,東京都荒川区南千住６－６７－８,,35.738824600000000,139.794787499999980,03-3803-3700,03-3803-3780,7011805001324,社会福祉法人　三幸福祉会,1391800230,,,0,http://www.sanko-fukusi.or.jp/,,,,
132021,1393000128,東京都,立川市,特別養護老人ホームフェローホームズ高松の家,トクベツヨウゴロウジンホームフェローホームズタカマツノイエ,地域密着型介護老人福祉施設入所者生活介護,東京都立川市高松町三丁目1番１号,,35.704865500000000,139.415476099999980,042-519-3805,042-519-3705,8012805000174,社会福祉法人　恵比寿会,1393000128,,,0,http://www.fellow-homes.or.jp,,,,
132021,1393000086,東京都,立川市,特別養護老人ホーム　ほゝえみ,トクベツヨウゴロウジンホーム　ホホエミ,地域密着型介護老人福祉施設入所者生活介護,東京都立川市上砂町　2-3-10,,35.721835000000000,139.391680500000000,042-537-7005,042-537-7006,4012805000153,敬愛会,1393000086,,,29,http://www.keiaikai.org/hohoemi/,,,,
131237,1392300032,東京都,江戸川区,特別養護老人ホーム　わとなーる,トクベツヨウゴロウジンホーム　ワトナール,地域密着型介護老人福祉施設入所者生活介護,東京都江戸川区鹿骨1－3－8,,35.706977200000000,139.886474499999960,03-6804-8722,03-5664-2880,,社会福祉法人　わとなーる,1392300032,,,20,http://www.watona-ru.com,,,,
132012,1392900278,東京都,八王子市,特別養護老人ホーム　シルクロード鑓水,トクベツヨウゴロウジンホーム　シルクロードヤリミズ,地域密着型介護老人福祉施設入所者生活介護,東京都八王子市鑓水１１７－１,,35.616154826528410,139.358141946418750,042-674-1710,042-674-1826,,社会福祉法人明日檜,1392900278,,,0,http://www.silkroad-yarimizu.or.jp/,,,,
132012,1392900138,東京都,八王子市,丘の上レジデンス,オカノウエレジデンス,地域密着型介護老人福祉施設入所者生活介護,東京都八王子市七国４丁目４番１号,,35.623637100000000,139.316993300000030,042-632-5591,042-632-5590,8010105000250,愛信芳主会,1392900138,,,0,http://www.aishinhoushukai.jp/,,,,
131229,1392200562,東京都,葛飾区,第二奥戸くつろぎの郷,ダイニオクドクツロギノサト,地域密着型介護老人福祉施設入所者生活介護,東京都葛飾区奥戸３－２５－２３,,35.732017800000000,139.863470399999980,03-5654-6130,03-5654-6221,,社会福祉法人　仁生社,1392200562,,,0,http://www.jinseisha.jp/top/index.htm,,,,
132063,1393800170,東京都,府中市,地域密着型特別養護老人ホーム　信愛緑苑,チイキミッチャクガタトクベツヨウゴロウジンホーム　シンアイミドリエン,地域密着型介護老人福祉施設入所者生活介護,東京都府中市緑町1-39-3,,35.675234100000000,139.487754799999950,042-367-8080,042-367-1012,,社会福祉法人　多摩同胞会,1393800170,,,0,http://www.tama-dhk.or.jp/midori/,,,,
132080,1394200115,東京都,調布市,神代の杜,ジンダイノモリ,地域密着型介護老人福祉施設入所者生活介護,東京都調布市深大寺北町３－３１－１,,35.676377499999980,139.551016071163980,042-490-1200,042-490-1201,,東京かたばみ会,1394200115,,,29,http://www.katabamikai.jp/,,,,
132098,1393200249,東京都,町田市,ケアセンター成瀬・暖家,ケアセンターナルセ・ダンケ,地域密着型介護老人福祉施設入所者生活介護,東京都町田市成瀬台3-24-1,,35.555740400000000,139.478626900000000,042-725-6496,042-732-6661,1012305000227,社会福祉法人創和会,1393200249,,,20,http://ccnaruse.com/,,,,
132144,1393100084,東京都,国分寺市,至誠ホームミンナ,シセイホームミンナ,地域密着型介護老人福祉施設入所者生活介護,東京都国分寺市並木町3-12-2,,35.714414500000000,139.447142399999960,042-300-3700,042-300-3710,5012805000136,社会福祉法人　至誠学舎立川,1393100084,,,0,http://www.shisei.or.jp,,,,
132144,1393100142,東京都,国分寺市,社会福祉法人　普門会　特別養護老人ホームにしき苑,シャカイフクシホウジン　フモンカイ　トクベツヨウゴロウジンホームニシキエン,地域密着型介護老人福祉施設入所者生活介護,東京都国分寺市東恋ケ窪2-22-38,,35.709885000000020,139.471454600000010,042-327-2225,042-328-3908,,社会福祉法人　普門会,1393100142,,,,http://www.nishiki-en.com/,,,,
132110,1394300188,東京都,小平市,やすらぎの園,ヤスラギノ園,地域密着型介護老人福祉施設入所者生活介護,東京都小平市小川町１丁目４８５番地,,35.728152605514720,139.440399922090140,042-345-0617,042-345-0618,,社会福祉法人黎明会,1394300188,,,20,http://www.reimeikai.or.jp/yasuragi/,,,,
132110,1394300139,東京都,小平市,健成苑はなこがねい,ケンセイエンハナコガネイ,地域密着型介護老人福祉施設入所者生活介護,東京都小平市小金井6丁目20-1健成苑はなこがねい,健成苑はなこがねい,35.730275400000000,139.510430800000000,042-497-6310,042-497-6315,,社会福祉法人　平心会　健成苑はなこがねい,1394300139,,,29,http://www.kenseien.org/,,,,
132233,1394900029,東京都,武蔵村山市,サンシャインホームⅡ,サンシャインホームツー,地域密着型介護老人福祉施設入所者生活介護,東京都武蔵村山市伊奈平四丁目１０番地の２,,35.735563400000000,139.377181400000040,042-531-3741,042-531-2321,,社会福祉法人　武蔵村山正徳会,1394900029,,,11,http://www.sunshinehome.or.jp,,,,
132284,1395200015,東京都,あきる野市,第二ほたるの郷,ダイニホタルノサト,地域密着型介護老人福祉施設入所者生活介護,東京都あきる野市菅生1446-1,,35.754324366561510,139.286412425239660,042-533-3627,042-533-3628,6013105000008,社会福祉法人　菅生会,1395200015,,,,http://hotaru-home.jp/,,,,
132276,1395300013,東京都,羽村市,多摩の里むさしの園,タマノサトムサシノエン,地域密着型介護老人福祉施設入所者生活介護,東京都羽村市五ノ神362番地,,35.769996900000000,139.332847500000070,042-555-8151,042-555-8152,,社会福祉法人　園盛会,1395300013,,,0,http://www.enseikai.com/,,,,
142077,1492400229,神奈川県,茅ヶ崎市,地域密着型特別養護老人ホーム　湘南くすの木　はる,チイキミッチャクガタトクベツヨウゴロウジンホーム　ショウナンクスノキ　ハル,地域密着型介護老人福祉施設入所者生活介護,神奈川県茅ヶ崎市松林3丁目6番3号,,35.345869104968830,139.424603492590340,0467-38-6011,0467-38-6014,6021005001736,社会福祉法人　松宝苑,1492400229,,,29,http://www.shonankusuniki.jpl,,,,
142034,1472002623,神奈川県,平塚市,高齢者福祉総合施設　豊田敬愛ホームユニット,コウレイシャフクシソウゴウシセツ　トヨダケイアイホームユニット,地域密着型介護老人福祉施設入所者生活介護,神奈川県平塚市南豊田85-1,,35.355105200000000,139.326839200000000,0463-36-0632,0463-36-1681,1021005006789,社会福祉法人湘南曽寿会,1472002623,,,0,,,,,
142115,1492800113,神奈川県,秦野市,地域密着型特別養護老人ホーム田原の里,チイキミッチャクガタトクベツヨウゴロウジンホームタワラノサト,地域密着型介護老人福祉施設入所者生活介護,神奈川県秦野市西田原360-1,,35.392209100000000,139.214737600000030,0463-63-3577,0463-85-0280,7021005004390,社会福祉法人いずみ福祉会,1492800113,,,0,http://www.izumifukushikai.jp/,,,,
142051,1492200223,神奈川県,藤沢市,地域密着型小規模特別養護老人ホーム　みどりの園鵠沼,チイキミッチャクガタショウキボトクベツヨウゴロウジンホーム　ミドリノソノクゲヌマ,地域密着型介護老人福祉施設入所者生活介護,神奈川県藤沢市鵠沼桜が岡2丁目1-16,,35.328018300000000,139.479334099999960,0466-55-2666,0466-28-3661,3021005000006,社会福祉法人　八寿会,1492200223,,,29,http://www.midorinosono.or.jp,,,,
142107,1492700040,神奈川県,三浦市,たんぽぽ,タンポポ,地域密着型介護老人福祉施設入所者生活介護,神奈川県三浦市三崎町諸磯1411-1,,35.151219900000000,139.621358999999980,046-881-0167,046-882-3310,6021005008533,社会福祉法人　啓生会,1492700040,,,29,http://www.hamayu-so.or.jp/tanpopo/,,,,
142123,1492900426,神奈川県,厚木市,あつぎポポロ（従来型）,アツギポポロ（ジュウライガタ）,地域密着型介護老人福祉施設入所者生活介護,神奈川県厚木市東町7-2-2,,35.445367900000000,139.369261400000000,046-297-7330,046-297-0785,5021005003700,社会福祉法人藤雪会,1492900426,,,,http://www.tosetsukai.com/place_detail.php?area=atsugi_kaigo&place=honatsugi,,,,
142123,1492900434,神奈川県,厚木市,あつぎポポロ,アツギポポロ,地域密着型介護老人福祉施設入所者生活介護,神奈川県厚木市東町7-2-2,,35.445367900000000,139.369261400000000,046-297-7330,046-297-0785,5021005003700,社会福祉法人藤雪会,1492900434,,,,http：//www.tosetsukai.com,,,,
142123,1492900186,神奈川県,厚木市,特別養護老人ホーム　ユニテ　けいわ,トクベツヨウゴロウジンホーム　ユニテ　ケイワ,地域密着型介護老人福祉施設入所者生活介護,神奈川県厚木市下荻野２１１７－２,,35.488461500000000,139.308604200000000,046-241-7771,046-242-6947,5021005003691,社会福祉法人敬和会,1492900186,,,0,https://k-keiwakai.com/,,,,
142123,1492900277,神奈川県,厚木市,地域密着型特別養護老人ホームきみどり,チイキミッチャクガタトクベツヨウゴロウジンホームキミドリ,地域密着型介護老人福祉施設入所者生活介護,神奈川県厚木市戸室1-26-11,,35.450128000000000,139.352486900000030,046-204-6961,046-204-6962,2021005003686,社会福祉法人みどり会,1492900277,,,0,https://www.atsugimidorikai.com/,,,,
142131,1493000150,神奈川県,大和市,特別養護老人ホーム晃風園ぬくもり,トクベツヨウゴロウジンホームコウフウエンヌクモリ,地域密着型介護老人福祉施設入所者生活介護,神奈川県大和市深見1736-2,,35.480642300000000,139.468685800000000,046-263-8088,046-263-0080,9021005004752,社会福祉法人徳寿会,1493000150,,,,http://www.kofuen.jp/,,,,
143421,1491300081,神奈川県,二宮町,二宮喜楽園,ニノミヤキラクエン,地域密着型介護老人福祉施設入所者生活介護,神奈川県中郡二宮町二宮1442番地1,,35.308156373127590,139.256177834358570,0463-71-4448,0463-70-6606,3250005007327,社会福祉法人豊友会,1491300081,,,0,http://houyuukai.or.jp/,,,,
142174,1494300120,神奈川県,南足柄市,潤生園みんなの家南足柄,ジュンセイエンミンナノイエミナミアシガラ,地域密着型介護老人福祉施設入所者生活介護,神奈川県南足柄市広町５３０,,35.317502491094010,139.099084947885100,0465-20-3446,0465-20-3418,6021005005761,社会福祉法人小田原福祉会,1494300120,,,,http://www.junseien.jp,,,,
143669,1491400089,神奈川県,開成町,介護老人福祉施設　メゾン・開成,カイゴロウジンフクシシセツ　メゾン・カイセイ,地域密着型介護老人福祉施設入所者生活介護,神奈川県足柄上郡開成町延沢678,,35.336524500000000,139.120944000000000,0465-85-1777,0465-85-1333,7021005006775,社会福祉法人一燈会,1491400089,,,0,http://www.ittokai.or.jp/mezon_kaisei/index2.html,,,,
142034,1492000151,神奈川県,平塚市,特別養護老人ホ-ムれんげの郷アネックス,トクベツヨウゴロウジンホ-ムレンゲノサトアネックス,地域密着型介護老人福祉施設入所者生活介護,神奈川県平塚市公所464-1,,35.347764100000000,139.302788700000060,0463-58-4827,0463-79-6524,3021005007257,社会福祉法人平塚あさひ会,1492000151,,,29,,,,,
142051,1492200165,神奈川県,藤沢市,特別養護老人ホームラポール藤沢サテライト城南,トクベツヨウゴロウジンホームラポールフジサワサテライトジョウナン,地域密着型介護老人福祉施設入所者生活介護,神奈川県藤沢市城南4-9-8,,35.347238000000000,139.461766300000020,0466-31-0766,0466-31-0756,5021005000342,社会福祉法人いきいき福祉会,1492200165,,,16,https://www.rapport.or.jp/,,,,
142123,1492900491,神奈川県,厚木市,特別養護老人ホーム　メイサムフレール,トクベツヨウゴロウジンホーム　メイサムフレール,地域密着型介護老人福祉施設入所者生活介護,神奈川県厚木市愛甲2193-1,,35.421794117787320,139.352953205757130,046-280-6185,046-280-6285,2021005009824,社会福祉法人聖和むつみ会,1492900491,,,,https://meisam.jp/,,,,
143626,1491400188,神奈川県,大井町,地域密着型特別養護老人ホーム　まほろばの家,チイキミッチャクガタトクベツヨウゴロウジンホーム　マホロバノイエ,地域密着型介護老人福祉施設入所者生活介護,神奈川県足柄上郡大井町大井中央47番,,35.330271378857620,139.152413568473580,0465-46-8037,0465-46-8027,5021005010762,社会福祉法人湘光会,1491400188,,,,http://www.shofukai.or.jp/tokuyou_mahoroba.html,,,,
141151,1493500100,神奈川県,横浜市栄区,クロスハート野七里・栄,クロスハートノシチリ・サカエ,地域密着型介護老人福祉施設入所者生活介護,神奈川県横浜市栄区野七里1-2-31,,35.349227500000000,139.576687499999930,045-897-3456,045-897-3457,2020005003894,社会福祉法人伸こう福祉会,1493500100,,,26,https://www.shinkoufukushikai.com/,,,,
141071,1490700059,神奈川県,横浜市磯子区,特別養護老人ホーム　ちくぶ坂下ホーム,トクベツヨウゴロウジンホーム　チクブサカシタホーム,地域密着型介護老人福祉施設入所者生活介護,神奈川県横浜市磯子区坂下町3-22,,35.419780600000000,139.628270899999960,045-750-0808,045-750-0811,2021005000320,社会福祉法人竹生会,1490700059,,,0,https://chikubukai.jp/,,,,
141135,1493300519,神奈川県,横浜市緑区,特別養護老人ホームしょうじゅの里三保サテライト,トクベツヨウゴロウジンホームショウジュノサトミホサテライト,地域密着型介護老人福祉施設入所者生活介護,三保町2640-220,,35.508435473877870,139.527198282586500,045-507-3664,045-507-3674,7020005005531,社会福祉法人　兼愛会,1493300519,,,0,www.akaedakai.com/miho,,,,
141356,1495400226,神奈川県,川崎市多摩区,花ハウスすみれ館,ハナハウススミレカン,地域密着型介護老人福祉施設入所者生活介護,神奈川県川崎市多摩区菅馬場３－２１－１,,35.623960699999990,139.532454700000020,044-543-9011,044-543-9022,9010005005704,社会福祉法人　読売光と愛の事業団,1495400226,,,0,http://www.hana-house.org,,,,
141372,1495600320,神奈川県,川崎市麻生区,地域密着型特別養護老人ホーム　ヴィラージュ虹ヶ丘,チイキミッチャクガタトクベツヨウゴロウジンホーム　ウ゛ィラージュニジガオカ,地域密着型介護老人福祉施設入所者生活介護,神奈川県川崎市麻生区虹ヶ丘1丁目22番1-2号,,35.580056000000000,139.520321500000020,044-712-5511,044-712-5516,9020005009282,社会福祉法人美生会,1495600320,,,0,http://www.v-niji.rexw.jp/,,,,
141364,1495500280,神奈川県,川崎市宮前区,地域密着型特別養護老人ホーム　フレンド神木二番館,チイキミッチャクガタトクベツヨウゴロウジンホーム　フレンドシボクニバンカン,地域密着型介護老人福祉施設入所者生活介護,神奈川県川崎市宮前区神木本町2-15-2,,35.601945200000000,139.583437499999940,044-948-6677,044-948-8834,8020005008500,社会福祉法人三神会,1495500280,,,0,http://sanshinkai.or.jp/company.html#shiboku2,,,,
141364,1495500074,神奈川県,川崎市宮前区,特別養護老人ホーム　富士見プラザフォンテーヌ鷺沼,トクベツヨウゴロウジンホーム　フジミプラザフォンテーヌサギヌマ,地域密着型介護老人福祉施設入所者生活介護,神奈川県川崎市宮前区土橋3丁目1番6号,,35.581115000000000,139.573798000000000,044-863-3411,044-863-3410,1020005007541,社会福祉法人子の神福祉会,1495500074,,,0,http://www.fujimiplaza.com/,,,,
141364,1495500033,神奈川県,川崎市宮前区,地域密着型介護老人福祉施設　風光,チイキミッチャクガタカイゴロウジンフクシシセツ　フウコウ,地域密着型介護老人福祉施設入所者生活介護,神奈川県川崎市宮前区野川台３丁目７番１号,,35.574943699999990,139.604139600000050,044-754-1751,044-754-1761,6300005004571,社会福祉法人寿楽園,1495500033,,,0,http://www.jurakuen.jp/kawasaki/fuko.html,,,,
141313,1475000251,神奈川県,川崎市川崎区,高齢者福祉施設しおん,コウレイシャフクシシセツシオン,地域密着型介護老人福祉施設入所者生活介護,神奈川県川崎市川崎区本町1-1-1,,35.533211000000000,139.701745599999980,044-222-7761,044-222-7796,6020005007504,社会福祉法人　母子育成会,1475000251,,,,http://www.boshi-ikuseikai.jp/info_shion.html,,,,
141330,1495200105,神奈川県,川崎市中原区,社会福祉法人春日会　地域密着型特別養護老人ホームいせうら,シャカイフクシホウジンカスガカイ　チイキミッチャクガタトクベツヨウゴロウジンホーム　イセウラ,地域密着型介護老人福祉施設入所者生活介護,神奈川県川崎市中原区上平間１２５１－２,,35.556724300000000,139.679210799999960,044-540-3135,044-540-3137,4020005008347,社会福祉法人春日会,1495200105,,,0,http://kasugakai1.wixsite.com/kasugakai,,,,
