都道府県コード又は市町村コード,No,都道府県名,市区町村名,事業所名,事業所名カナ,サービスの種類,住所,方書（ビル名等）,緯度,経度,電話番号,FAX番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,高齢者の方と障害者の方が同時一体的に利用できるサービス,介護保険サービスの指定状況,障害福祉サービスの指定状況,備考
082350,0874000110,茨城県,つくばみらい市,特別養護老人ホーム　いなの里,トクベツヨウゴロウジンホーム　イナノサト,介護老人福祉施設,つくばみらい市長渡呂新田840番地2,,35.956713300000004,140.027309999999940,0297-57-1223,0297-57-1280,2050005002893,社会福祉法人　青洲会,0874000110,,,0,http://www.inanosato.com/index.html,,,,
082350,0875500175,茨城県,つくばみらい市,特別養護老人ホーム雅荘,トクベツヨウゴロウジンホームミヤビソウ,介護老人福祉施設,茨城県つくばみらい市福岡1199,,36.024189699202424,140.032781973016450,0297-20-5525,0297-20-5527,5050005009795,社会福祉法人　ほほえみ会,0875500175,,,,ｈｔｔｐ：//www.miyabisou.jp,,,,
082350,0875500225,茨城県,つくばみらい市,特別養護老人ホームぬくもり荘(ユニット型個室),トクベツヨウゴロウジンホームヌクモリソウ,介護老人福祉施設,茨城県つくばみらい市古川1047,,35.992741900000000,140.013110099999950,0297-52-1280,0297-52-1282,5050005009242,社会福祉法人和楽日会,0875500225,,,30,http://www.nukumorisou.com/,,,,
082350,0875500233,茨城県,つくばみらい市,特別養護老人ホーム　いなの里,トクベツヨウゴロウジンホーム　イナノサト,介護老人福祉施設,茨城県つくばみらい市長渡呂新田840－2,,35.956713300000000,140.027309999999940,0297－57－1223,0297－57－1280,2050005002893,社会福祉法人　青洲会,0875500233,,,0,http:/www.inanosato.ocm/index.html,,,,
082368,0873100317,茨城県,小美玉市,特別養護老人ホーム百里サンハウス,トクベツヨウゴロウジンホームヒャクリサンハウス,介護老人福祉施設,小美玉市下吉影2347-109,,36.201435900000000,140.438647700000050,0299-54-0029,0299-54-0593,4050005003650,社会福祉法人武仁会,0873100317,,,0,http://hyakurisunhouse.com/,,,,
082368,0873100382,茨城県,小美玉市,社会福祉法人　青丘　　　　特別養護老人ホーム　青丘園,シャカイフクシホウジンセイキュウ　　トクベツヨウゴロウジンホームセイキュウエン,介護老人福祉施設,茨城県小美玉市橋場美５１９－１,,36.253970600000000,140.375037400000000,0299-48-3266,0299-48-3270,9050005003638,社会福祉法人　青丘,0873100382,,,50,http://www.s-seikyu.com/,,,,
082368,0875600215,茨城県,小美玉市,特別養護老人ホームほのか,トクベツヨウゴロウジンホームホノカ,介護老人福祉施設,中台145-4,,36.224034300000000,140.316118200000000,050-3776-9972,,1050005004049,社会福祉法人久遠会,0875600215,,,50,http://www.kuonkai.or.jp,,,,
082368,0875600314,茨城県,小美玉市,特別養護老人ホーム百里サンハウス(ユニット型),トクベツヨウゴロウジンホームヒャクリサンハウス(ユニットガタ),介護老人福祉施設,小美玉市下吉影2347-109,,36.201435900000000,140.438647700000050,0299-54-0029,0299-54-0593,4050005003650,社会福祉法人　武仁会,0875600314,,,0,http://hyakurisunhouse.com/,,,,
082368,0875600355,茨城県,小美玉市,特別養護老人ホーム　あいおんの里羽鳥,トクベツヨウゴロウジンホーム　アイオンノサトハトリ,介護老人福祉施設,茨城県小美玉市羽刈653-7,,36.250875635124310,140.305992058474740,0299-56-3123,0299-56-3223,,陽康会,0875600355,,,,https://youkou-kai.or.jp/hatori,,,,
082368,0875600371,茨城県,小美玉市,特別養護老人ホーム　ルミエ・デ・ソレイユ,トクベツヨウゴロジンホーム　ルミエ・デ・ソレイユ,介護老人福祉施設,茨城県小美玉市山野707-13特別養護老人ホーム　ルミエ・デ・ソレイユ,特別養護老人ホーム　ルミエ・デ・ソレイユ,36.168745900000000,140.373975600000000,0299-56-5588,0299-56-5812,,朱白会,0875600371,,,,www.syuhaku-lumie.or.jp,,,,
082368,0875600496,茨城県,小美玉市,特別養護老人ホーム　あいおんの里羽鳥,トクベツヨウゴロウジンホーム　アイオンノサトハトリ,介護老人福祉施設,茨城県小美玉市羽刈653-7,,36.250784787864035,140.305975965220680,0299-56-3123,0299-56-3223,,陽康会,0875600496,,,0,https://youkou-kai.or.jp/hatori,,,,
082368,0875600504,茨城県,小美玉市,特別養護老人ホームほのか,トクベツヨウゴロウジンホームホノカ,介護老人福祉施設,茨城県小美玉市中台145-4,,36.224775473777550,140.316327002243520,050-3776-9972,,1050005004049,社会福祉法人久遠会,0875600504,,,0,http://www.kuonkai.or.jp/,,,,
082317,0873200133,茨城県,桜川市,特別養護老人ホームさつき荘,トクベツヨウゴロウジンホームサツキソウ,介護老人福祉施設,桜川市富岡203-1,,36.373900400000000,140.093805000000000,0296-75-3221,0296-70-8666,7050005010289,社会福祉法人県西会,0873200133,,,100,http://www.kenseikai.cc,,,,
082317,0874100209,茨城県,桜川市,特別養護老人ホーム　サンホーム真壁,トクベツヨウゴロウジンホーム　サンホームマカベ,介護老人福祉施設,茨城県桜川市真壁町下谷貝1449-1,,36.297836500000000,140.060419599999930,0296-54-0203,0296-54-1149,,リベルテ,0874100209,,,,http://liberte.or.jp/,,,,
082317,0875100380,茨城県,桜川市,特別養護老人ホーム上の原,トクベツヨウゴロウジンホームウエノハラ,介護老人福祉施設,茨城県桜川市上野原新田地154-4,,36.350894200000000,140.048368000000000,0296-71-6888,0296-71-6900,5050005010290,社会福祉法人　上の原学園,0875100380,,,50,http://www.u-gaku.or.jp/,,,,
082341,0873600084,茨城県,鉾田市,特別養護老人ホーム樅の木荘,トクベツヨウゴロウジンホームモミノキソウ,介護老人福祉施設,鉾田市樅山500番地1,,36.199075700000000,140.553913200000000,0291-37-2155,0291-37-0199,7050005006691,社会福祉法人樅山会,0873600084,,,,http://www.momiyama-kai.org/,,,,
082341,0873600456,茨城県,鉾田市,特別養護老人ホーム　うぇるさんて　大洋,トクベツヨウゴロウジンホーム　ウェルサンテ　タイヨウ,介護老人福祉施設,茨城県鉾田市上幡木1512番地4,,36.081825700000000,140.604266500000000,0291-39-7701,0291-39-7702,,社会福祉法人　うぇるさんて,0873600456,,,,,,,,
082341,0875400129,茨城県,鉾田市,特別養護老人ホーム　鉾田サンハウス,トクベツヨウゴロウジンホーム　ホコタサンハウス,介護老人福祉施設,鉾田市鳥栖2100-9,,36.195948900000000,140.479444200000000,0291-34-3050,0291-36-3051,4050005003650,社会福祉法人武仁会,0875400129,,,50,http://www.hyakurisanhouse.com,,,,
092088,0970800181,栃木県,小山市,特別養護老人ホーム　栗林荘,トクベツヨウゴロウジンホーム　リツリンソウ,介護老人福祉施設,栃木県小山市大字塚崎４６３番地１,,36.263433400000000,139.815155799999960,0285-27-1582,0285-27-1583,,社会福祉法人　丹緑会,0970800181,,,,,,,,
093424,0972700116,栃木県,益子町,社会福祉法人　明　照　協　会　　特別養護老人ホーム　和　順　荘,メイショウキョウカイ　トクベツヨウゴロウジンホウム　ワジュンソウ,介護老人福祉施設,芳賀郡益子町大沢１７７０,,36.484545600000000,140.101676300000000,0285-72-2449,0285-72-2997,,明照協会,0972700116,,,,,,,,
092029,0970200077,栃木県,足利市,特別養護老人ホーム　清明苑,トクベツヨウゴロウジンホーム　セイメイエン,介護老人福祉施設,栃木県足利市大月町１０４２－２,,36.349804000000000,139.475557400000070,0284-41-1165,0284-41-1164,,社会福祉法人　両崖福祉会,0970200077,,,,http://seimeien.or.jp/,,,,
092088,0970800215,栃木県,小山市,特別養護老人ホーム穂の香苑,トクベツヨウゴロウジンホームホノカエン,介護老人福祉施設,栃木県小山市間々田１４４２,,36.267917200000000,139.762830500000060,0285-45-1156,0285-45-9233,,厚生会,0970800215,,,,http://www.honokaen.jp/,,,,
092100,0971000161,栃木県,大田原市,特別養護老人ホーム晴風園,トクベツヨウゴロウジンホームセイフウエン,介護老人福祉施設,栃木県大田原市下石上１２５８,,36.851878600000000,139.945960900000040,0287-29-1790,0287-29-1790,,社会福祉法人　至誠会,0971000161,,,,http://shiseikai-seifuen.com,,,,
092029,0970201554,栃木県,足利市,特別養護老人ホームこはく苑,トクベツヨウゴロウジンホームコハクエン,介護老人福祉施設,栃木県足利市堀込町２００６番地1,,36.307826500000000,139.437225300000020,0284-73-5890,0284-73-5891,,社会福祉法人　るりこう会,0970201554,,,50,http://www.5890.jp,,,,
092151,0971500160,栃木県,那須烏山市,ユニット型特別養護老人ホーム愛和苑,ユニットガタトクベツヨウゴロウジンホームアイワエン,介護老人福祉施設,栃木県那須烏山市三箇183-1,,36.691267400000000,140.074236100000000,0287-83-8022,0287-83-8102,,社会福祉法人　正州会,0971500160,,,0,www.seisyu-kai.net/,,,,
094111,0972501118,栃木県,那珂川町,特別養護老人ホーム　かたくりの郷,トクベツヨウゴロウジンホームカタクリノサト,介護老人福祉施設,栃木県那須郡那珂川町小川２９５８－２,,36.760779900000000,140.119761899999960,0287-96-6070,0287-96-5161,,社会福祉法人　寿松会,0972501118,,,0,http://www.katakurinosato.jp,,,,
092011,0970100780,栃木県,宇都宮市,特別養護老人ホーム　ケアプラザ而今,トクベツヨウゴロウジンホーム　ケアプラザニコン,介護老人福祉施設,栃木県宇都宮市砥上町５４－１,,36.544146000000000,139.845296599999980,028-649-2940,028-648-2788,,社会福祉法人　蓬愛会,0970100780,,,0,http://ｗｗｗ.ｈｏａｉｋａｉ．ｏｒ．ｊｐ,,,,
092011,0970102265,栃木県,宇都宮市,特別養護老人ホームとよさと,トクベツヨウゴロウジンホームトヨサト,介護老人福祉施設,栃木県宇都宮市川俣町897-8,,36.598825400000000,139.903927699999940,028-616-1231,028-616-1238,,社会福祉法人　豊郷,0970102265,,,0,,,,,
092029,0970200192,栃木県,足利市,特別養護老人ホーム盛雄苑,セイユウエン,介護老人福祉施設,栃木県足利市山下町2753番地の1,,36.359687300000000,139.409877899999970,0284-64-0765,0284-64-0767,,社会福祉法人　幸梅会,0970200192,,,0,http://www.koubaikai.jp/,,,,
092045,0972400097,栃木県,佐野市,特別養護老人ホーム　蓬莱荘,トクベツヨウゴロウジンホーム　ホウライソウ,介護老人福祉施設,栃木県佐野市長谷場町1798-1,,36.429865800000000,139.550224500000000,0283-67-1311,0283-67-1312,,社会福祉法人　　森友会,0972400097,,,54,,,,,
092045,0970400065,栃木県,佐野市,特別養護老人ホーム　唐沢静山荘,トクベツヨウゴロウジンホーム　カラサワセイザンソウ,介護老人福祉施設,栃木県佐野市奈良渕町７０１－２,,36.340852400000000,139.587686500000020,0283-22-4270,0283-22-4271,,社会福祉法人　静山会,0970400065,,,34,http://www.karasawaseizan.jp/,,,,
092061,0970600581,栃木県,日光市,特別養護老人ホーム　喜わだ亭,トクベツヨウゴロウジンホームキワダテイ,介護老人福祉施設,栃木県日光市木和田島3008番地13特別養護老人ホーム　喜わだ亭,特別養護老人ホーム　喜わだ亭,36.682319199999990,139.753050700000020,0288-32-0003,0288-26-2500,,社会福祉法人日光福栄会,0970600581,,,,,,,,
092061,0970700134,栃木県,日光市,特別養護老人ホーム　今市ホーム,トクベツヨウゴロウジンホーム　イマイチホーム,介護老人福祉施設,栃木県日光市板橋2190-2,,36.649228600000000,139.735118699999930,0288-27-0361,0288-27-0362,,社会福祉法人　大恵会,0970700134,,,0,,,,,
093017,0972100176,栃木県,上三川町,特別養護老人ホーム　トータスホーム,トクベツヨウゴロウジンホームトータスホーム,介護老人福祉施設,栃木県河内郡上三川町下神主２２９－６,,36.452457100000000,139.881703000000020,0285-52-1000,0285-52-1022,,社会福祉法人　幸知会,0972100176,,,0,http://www.tortoise-h.jp,,,,
093017,0972100614,栃木県,上三川町,特別養護老人ホーム　ふじやまの里,トクベツヨウゴロウジンホーム　フジヤマノサト,介護老人福祉施設,栃木県河内郡上三川町大字上三川３９５０番地１,,36.424047299999990,139.909176600000020,0285-55-0960,0285-55-0965,,社会福祉法人　順仁会,0972100614,,,70,http://www.fujiyamanosato.or.jp,,,,
092151,0972500045,栃木県,那須烏山市,特別養護老人ホーム愛和苑,トクベツヨウゴロウジンホーム　アイワエン,介護老人福祉施設,栃木県那須烏山市三箇183-1,,36.691267400000000,140.074236100000000,0287-88-0311,0287-88-0312,,正州会,0972500045,,,0,http://www.seisyu-kai.net/,,,,
092011,0970104154,栃木県,宇都宮市,特別養護老人ホーム　いこいの森西原,トクベツヨウゴロウジンホーム　イコイノモリニシハラ,介護老人福祉施設,栃木県宇都宮市西原町１３番地１,,36.536764600000000,139.883402199999980,028-658-6226,028-658-6303,1060005001821,社会福祉法人正富福祉会,0970104154,,,50,http://masatomi-f.com/,,,,
092011,0970106530,栃木県,宇都宮市,特別養護老人ホーム高砂荘新館,トクベツヨウゴロウジンホームタカサゴソウシンカン,介護老人福祉施設,平出町1510-1,,36.578320800000000,139.945085999999950,028-663-5506,028-662-7558,,社会福祉法人　飯田福祉会,0970106530,,,0,http://www.iida-f.jp/,,,,
092011,0970100731,栃木県,宇都宮市,特別養護老人ホーム　マイホームきよはら,トクベツヨウゴロウジンホーム　マイホームキヨハラ,介護老人福祉施設,栃木県宇都宮市鐺山町1983番地,,36.538781100000000,139.975888199999980,028-667-9258,028-667-9259,4060005000779,社会福祉法人とちぎＹＭＣＡ福祉会,0970100731,,,54,http://www.kiyohara.jp/,,,,
092011,0970103552,栃木県,宇都宮市,特別養護老人ホーム　ひょうたん村,トクベツヨウゴロウジンホーム　ヒョウタンムラ,介護老人福祉施設,栃木県宇都宮市屋板町１２６番地１１,,36.516144800000000,139.903629100000000,028-656-5911,028-656-5999,,社会福祉法人　千成会,0970103552,,,90,,,,,
092011,0970100707,栃木県,宇都宮市,特別養護老人ホーム高砂荘,トクベツヨウゴロウジンホームタカサゴソウ,介護老人福祉施設,栃木県宇都宮市平出町1510-1,,36.578320800000000,139.945085999999950,028-663-4330,028-662-7558,,社会福祉法人飯田福祉会,0970100707,,,0,http://iida-f.jp/,,,,
092053,0970500229,栃木県,鹿沼市,特別養護老人ホ－ム　オレンジホ－ム,トクベツヨウゴロウジンホ-ム　オレンジホ-ム,介護老人福祉施設,栃木県鹿沼市富岡492-2,,36.615557500000000,139.735069599999970,0289-63-3807,0289-63-3803,,社会福祉法人　緑風会,0970500229,,,0,http://www.ryokufukai.jp/,,,,
092053,0970501169,栃木県,鹿沼市,特別養護老人ホーム　かぬま花の風,トクベツヨウゴロウジンホーム　カヌマハナノカゼ,介護老人福祉施設,栃木県鹿沼市緑町2-3-17,,36.558000169866200,139.776979405696120,0289-60-5501,0289-60-5502,,社会福祉法人朝日会,0970501169,,,,http://ｗｗｗ.fukushi-asahikai.or.jp,,,,
092053,0972200067,栃木県,鹿沼市,特別養護老人ホーム　粟野荘,トクベツヨウゴロウジンホーム　アワノソウ,介護老人福祉施設,栃木県鹿沼市深程1520,,36.496177600000000,139.697691099999930,0289-85-2809,0289-85-2895,,社会福祉法人　信徳会,0972200067,,,0,http://awanosou.jp/,,,,
092053,0970500880,栃木県,鹿沼市,特別養護老人ホーム　かぬま四季の里,トクベツヨウゴロウジンホーム　カヌマシキノサト,介護老人福祉施設,栃木県鹿沼市西沢町209,,36.516903400000000,139.708486399999970,0289-73-0013,0289-73-0014,,社会福祉法人　創和会,0970500880,,,0,http://souwakai.or.jp,,,,
092142,0972600126,栃木県,さくら市,特別養護老人ホーム　にこんきつれ荘,トクベツヨウゴロウジンホーム　ニコンキツレソウ,介護老人福祉施設,栃木県さくら市下河戸1942-2,,36.772264500000000,140.018445700000030,028-685-3195,028-685-3197,,社会福祉法人　蓬愛会,0972600126,,,0,,,,,
092011,0970106605,栃木県,宇都宮市,特別養護老人ホームはりがや花の風,トクベツヨウゴロウジンホームハリガヤハナノカゼ,介護老人福祉施設,栃木県宇都宮市針ヶ谷町646番地,,36.490374700000000,139.850178799999980,028-688-1680,028-688-1681,,しゃかいふくしほうじん　あさひかい,0970106605,,,50,ｈｔｔｐ：//ｗｗｗ．ｈｕｋｕｓｈｉ－ａｓａｈｉｋａｉ．ｏｒ．ｊｐ,,,,
092011,0970100764,栃木県,宇都宮市,特別養護老人ホーム　宮の里,トクベツヨウゴロウジンホーム　ミヤノサト,介護老人福祉施設,栃木県宇都宮市田野町666-2,,36.595381300000000,139.807019299999980,028-652-8122,028-652-6560,7060005000768,長寿栄光会,0970100764,,,0,http://www.miyanosato.or.jp,,,,
092011,0972100093,栃木県,宇都宮市,特別養護老人ホームさくらの杜,トクベツヨウゴロウジンホームサクラノモリ,介護老人福祉施設,栃木県宇都宮市逆面町２６１－１,,36.657998100000000,139.898820900000030,028-672-0013,028-672-7177,5060005000729,社会福祉法人　桜寿会,0972100093,,,50,http://www.sakura-mori.jp/,,,,
092011,0970100772,栃木県,宇都宮市,特別養護老人ホーム　はりがや,トクベツヨウゴロウジンホーム　ハリガヤ,介護老人福祉施設,栃木県宇都宮市針ヶ谷町６５５,,36.489662116111270,139.851586323278780,028-688-1555,028-688-1556,6060005000736,社会福祉法人朝日会,0970100772,,,0,http://www.fukushi-asahikai.or.jp,,,,
092011,0970102703,栃木県,宇都宮市,特別養護老人ホーム元氣の里,トクベツヨウゴロウジンホームゲンキノサト,介護老人福祉施設,栃木県宇都宮市幕田町1456-1,,36.496560100000000,139.851895099999980,028-655-2611,028-655-3577,2060005000780,社会福祉法人南都会,0970102703,,,0,http://www.nantokai.jp/,,,,
092011,0970103321,栃木県,宇都宮市,介護老人福祉施設　いずみ苑,カイゴロウジンフクシシセツ　イズミエン,介護老人福祉施設,栃木県宇都宮市今泉三丁目１３番１号,,36.566711500000000,139.894413999999980,028-650-5011,028-650-5022,,社会福祉法人　健修会,0970103321,,,100,kenshukai.kir.jp/izumien/index.tml,,,,
092011,0970105342,栃木県,宇都宮市,特別養護老人ホーム　元氣の家,トクベツヨウゴロウジンホーム　ゲンキノイエ,介護老人福祉施設,栃木県宇都宮市幕田町1458－1,,36.496185200000000,139.851392400000000,028－655－4865,028－655－5665,,社会福祉法人　南都会,0970105342,,,0,http://www.nantokai.jp/,,,,
092011,0970105417,栃木県,宇都宮市,特別養護老人ホーム　はりがや実梨の丘,トクベツヨウゴロウジンホーム　ハリガヤミノリノオカ,介護老人福祉施設,栃木県宇都宮市針ヶ谷町1001-1,,36.489724800000000,139.849609399999960,028-653-5251,028-653-5236,6060005000736,社会福祉法人朝日会,0970105417,,,50,http://www.fukushi-asahikai.or.jp,,,,
092011,0970105771,栃木県,宇都宮市,特別養護老人ホームおおるりの森,トクベツヨウゴロウジンホウムオオルリノモリ,介護老人福祉施設,栃木県宇都宮市竹下町435番地344,,36.551138000000000,139.965019100000060,028-612-1652,028-670-3966,,社会福祉法人晃丘会,0970105771,,,0,http://www.koukyukai.or.jp,,,,
092011,0970105813,栃木県,宇都宮市,特別養護老人ホーム　ころぼっくる,トクベツヨウゴロウジンホーム　コロボックル,介護老人福祉施設,栃木県宇都宮市岩曽町１３１０番地１,,36.583216200000000,139.910000099999930,０２８－６８３－０２２２,０２８－６８３－０２２３,,社会福祉法人　光誠会,0970105813,,,0,http://www.kouseikai-flora.or.jp/,,,,
092011,0970100699,栃木県,宇都宮市,特別養護老人ホームとちの木荘,トクベツヨウゴロウジンホームトチノキソウ,介護老人福祉施設,宇都宮市徳次郎町2479-1,,36.658257900000000,139.840545000000020,028-665-3276,028-665-3277,3010405001696,社会福祉法人恩賜財団済生会,0970100699,,,0,http://tochisaikou.com/,,,,
092011,0970107462,栃木県,宇都宮市,特別養護老人ホーム　はりがや夢希の杜,トクベツヨウゴロウジンホーム　ハリガヤイブキノモリ,介護老人福祉施設,栃木県宇都宮市針ヶ谷町654番地,,36.490066500000010,139.851675900000030,028-615-7146,028-615-7147,6060005000736,朝日会,0970107462,,,0,http://www.fukushi-asahi.or.jp,,,,
092029,0970200168,栃木県,足利市,特別養護老人ホームプロムナードひこや,トクベツヨウゴロウジンホームプロムナードヒコヤ,介護老人福祉施設,栃木県足利市葉鹿町２０１９－１,,36.374218600000000,139.385179699999980,0284-64-0661,0284-64-0663,,社会福祉法人　真善会,0970200168,,,60,,,,,
092037,0970300612,栃木県,栃木市,特別養護老人ホーム　まろにえ四季の里,トクベツヨウゴロウジンホーム　マロニエシキノサト,介護老人福祉施設,栃木県栃木市大宮町2023-3,,36.392699300000000,139.756347900000040,0282-27-8501,0282-27-8823,,社会福祉法人　創和会,0970300612,,,50,http://souwakai.or.jp,,,,
092037,0972300313,栃木県,栃木市,特別養護老人ホーム　緑風苑,トクベツヨウゴロウジンホーム　リョクフウエン,介護老人福祉施設,栃木県栃木市藤岡町中根355-2,,36.284578328630570,139.689064384061450,0282-67-3921,0282-67-3931,6060005005495,社会福祉法人　慈誠会,0972300313,,,50,http://www.ryokufuen.or.jp/,,,,
092045,0970400792,栃木県,佐野市,特別養護老人ホーム　丹頂,トクベツヨウゴロウジンホーム　タンチョウ,介護老人福祉施設,栃木県佐野市栃本町３２５５,,36.346573900000000,139.584230899999970,0283-61-0666,0283-61-0667,1060005007109,社会福祉法人報徳会,0970400792,,,0,,,,,
092045,0972400089,栃木県,佐野市,特別養護老人ホーム葛生ホーム,トクベツヨウゴロウジンホームクズウホーム,介護老人福祉施設,栃木県佐野市仙波町８４７番地,,36.441967400000000,139.597733100000030,0283-86-3088,0283-86-3089,,報徳会,0972400089,,,0,https://kuzuuhome.jimdo.com/,,,,
092088,0970800207,栃木県,小山市,特別養護老人ホームしょうし苑,トクベツヨウゴロウジンホームショウシエン,介護老人福祉施設,栃木県小山市中久喜1273-1,,36.323680400000000,139.834405699999930,0285-23-1008,0285-23-1698,5060005004903,社会福祉法人　小山清風会,0970800207,,,0,http://oyamaseifukai.or.jp/,,,,
092088,0970802195,栃木県,小山市,特別養護老人ホーム　しょうし苑星座の森,トクベツヨウゴロウジンホーム　ショウシエンセイザノモリ,介護老人福祉施設,栃木県小山市大字中久喜1273-1,,36.323680400000000,139.834405699999930,0285-38-8681,0285-38-8617,5060005004903,社会福祉法人　小山清風会,0970802195,,,0,http://oyamaseifukai.or.jp/,,,,
092096,0970900189,栃木県,真岡市,特別養護老人ホーム　きたはら,トクベツヨウゴロウジンホーム　キタハラ,介護老人福祉施設,栃木県真岡市若旅656番地,,36.402359400000000,139.948432700000000,0285-83-6662,0285-83-8662,,社会福祉法人　恵光会,0970900189,,,0,http://www.keikoukai.or.jp/,,,,
092100,0971000179,栃木県,大田原市,特別養護老人ホームやすらぎの里・大田原,トクベツヨウゴロウジンホームヤスラギノサト・オオタワラ,介護老人福祉施設,栃木県大田原市北大和久1番地３,,36.845168100000000,140.051470699999980,0287-24-0600,0287-24-2250,3011605000471,社会福祉法人章佑会,0971000179,,,53,http://www.seiyukai-yasuragi.or.jp,,,,
092100,0971001128,栃木県,大田原市,特別養護老人ホームやすらぎの里シエスタ,トクベツヨウゴロウジンホームヤスラギノサトシエスタ,介護老人福祉施設,栃木県大田原市北大和久１番地３,,36.845052190985110,140.051234665606700,0287-47-7030,0287-24-2255,3011605000471,社会福祉法人章佑会,0971001128,,,30,http://www.seiyukai-yasuragi.or.jp,,,,
092134,0972500359,栃木県,那須塩原市,特別養護老人ホーム　那須順天荘,トクベツヨウゴロウジンホーム　ナスジュンテンソウ,介護老人福祉施設,栃木県那須塩原市上赤田２３８番地６５８,,36.907655500000000,139.947502600000000,0287-36-8010,0287-37-3512,2060005004055,誠心会,0972500359,,,0,,,,,
093017,0972100150,栃木県,上三川町,特別養護老人ホーム友愛苑,トクベツヨウゴロウジンホームユウアイエン,介護老人福祉施設,栃木県河内郡上三川町大字上三川１６３６－２,,36.438055999999996,139.909999999999970,0285-56-5228,0285-56-2946,,社会福祉法人　上三川福祉会,0972100150,,,0,,,,,
093432,0972700157,栃木県,茂木町,特別養護老人ホームききょうの里,トクベツヨウゴロウジンホームキキョウノサト,介護老人福祉施設,栃木県芳賀郡茂木町大字飯1694,,36.474662000000000,140.170607000000020,0285-65-0811,0285-65-0233,3060005003048,社会福祉法人茂木福寿会,0972700157,,,,http://kikyonosato.jp/,,,,
093866,0972600522,栃木県,高根沢町,特別養護老人ホーム　フローラりんくる,トクベツヨウゴロウジンホームフローラリンクル,介護老人福祉施設,栃木県塩谷郡高根沢町宝積寺2240番地１,,36.625476600000000,139.990036199999960,028-680-3555,028-680-3558,3060005001596,社会福祉法人光誠会,0972600522,,,0,http://www.kouseikai-flora.or.jp/,,,,
092151,0972500342,栃木県,那須烏山市,特別養護老人ホーム敬愛荘,トクベツヨウゴロウジンホームケイアイソウ,介護老人福祉施設,栃木県那須烏山市滝田1867-3,,36.677182882492026,140.145416306380400,0287-84-1176,0287-84-1190,4060005001950,社会福祉法人敬愛会,0972500342,,,0,http://keiaikai-nasukarasuyama.com,,,,
092011,0970104378,栃木県,宇都宮市,特別養護老人ホームみどり,トクベツヨウゴロウジンホームミドリ,介護老人福祉施設,栃木県宇都宮市緑5丁目１３番地６号,,36.513916693955764,139.859520625270080,028-666-6866,028-645-8385,,ふれあいコープ,0970104378,,,70,http://www.fureai-coop.com/,,,,
092011,0970105391,栃木県,宇都宮市,特別養護老人ホーム　宮の里かわだ,トクベツヨウゴロウジンホーム　ミヤノサトカワダ,介護老人福祉施設,栃木県宇都宮市川田町1077-2,,36.538217300000000,139.887240700000000,028-637-3100,028-637-3555,,長寿栄光会,0970105391,,,70,http://www.miyanosato.net,,,,
092011,0970107744,栃木県,宇都宮市,特別養護老人ホームびーね,トクベツヨウゴロウジンホームビーネ,介護老人福祉施設,栃木県宇都宮市東簗瀬1丁目29‐1,,36.543110800000000,139.899898799999960,028-612-8088,028-612-8073,3060005001596,社会福祉法人光誠会,0970107744,,,,http://www.biene-flora.or.jp,,,,
092029,0970200697,栃木県,足利市,特別養護老人ホームたんぽぽ,トクベツヨウゴロウジンホームタンポポ,介護老人福祉施設,栃木県足利市通5丁目3435-3,,36.336012500000000,139.442088199999940,0284-22-1155,0284-21-1457,,幸真会,0970200697,,,0,http://www.tanpopo-net.or.jp,,,,
092037,0970301123,栃木県,栃木市,特別養護老人ホームみながわ桜園,トクベツヨウゴロウジンホームミナガワサクラエン,介護老人福祉施設,栃木県栃木市皆川城内町520番地,,36.397724500000000,139.689544200000000,0282-20-8770,0282-20-8779,,松徳会,0970301123,,,50,http://minagawa-sakura.com/,,,,
092045,0970400446,栃木県,佐野市,特別養護老人ホーム　大栗の里,トクベツヨウゴロウジンホーム　オオグリノサト,介護老人福祉施設,栃木県佐野市犬伏中町2441-1,,36.329833681315044,139.597682934689370,0283-27-0370,0283-22-8211,,社会福祉法人　桜和会,0970400446,,,50,,,,,
092053,0970500211,栃木県,鹿沼市,特別養護老人ホーム　グリーンホーム,トクベウヨウゴロウジンホーム　グリーンホーム,介護老人福祉施設,栃木県鹿沼市下日向438-1,,36.550411100000000,139.717359699999970,0289-63-3800,0289-65-6110,6060005003557,社会福祉法人　緑風会,0970500211,,,,http://www.ryokufukai.jp/,,,,
092088,0970800199,栃木県,小山市,特別養護老人ホーム　富士見荘,トクベツヨウゴロウジンホーム　フジミソウ,介護老人福祉施設,栃木県小山市大字上石塚１５番地,,36.332604300000000,139.776344000000000,0285-38-3232,0285-38-2138,1060005004898,社会福祉法人薫風会,0970800199,,,0,http://www.fujimisou.or.jp,,,,
092118,0971100433,栃木県,矢板市,特別養護老人ホームひだまりの里,トクベツヨウゴロウジンホームヒダマリノサト,介護老人福祉施設,栃木県矢板市川崎反町303番地,,36.793312700000000,139.919613499999970,0287-43-7710,0287-43-7720,9060005007381,社会福祉法人ともいき会,0971100433,,,50,http://www.tomoikikai.info/,,,,
093645,0972300131,栃木県,野木町,特別養護老人ホーム　虹の舎,トクベツヨウゴロウジンホーム　ニジノイエ,介護老人福祉施設,栃木県下都賀郡野木町佐川野1785-1,,36.235096300000000,139.767812000000050,0280-56-1000,0280-56-0055,8060005005155,社会福祉法人延寿会,0972300131,,,0,http://www.nogihosp.or.jp/,,,,
